"row";"col";"z";"a";"dn";"rr";"pred"
229;297;21,6;2,80245151986679;648,967603242827;1,23756931242904;1,36345126557094
216;291;25,8;6,41460180733972;651,074710845739;1,24158752796757;1,491393006087
88;293;63,9;2,02136494035602;1805,56311840656;3,44317573917099;3,36326594702423
75;277;68,4;5,94948133206483;1806,05386244067;3,44411157904009;3,83153240083631
256;279;15;25,7873281828143;629,913206267408;1,20123292699811;1,23421444723872
228;267;24;24,8001933785659;634,962764087181;1,21086234111349;1,46506196436645
138;166;63,6;39,614296059398;2002,56610160405;3,81885681360971;3,54639184854608
124;156;68,7;39,3070798352628;2002,87074935733;3,81943777128568;3,83148639087137
254;250;20,7;47,3613746581756;634,15780655687;1,20932730187217;1,32529414101286
236;221;30,9;50,9468630539735;794,472915469752;1,51504527318216;1,57294424727314
144;143;66,9;45,1824700184991;2001,69176888819;3,81718947716241;3,39018776587179
212;87;69,6;67,4850198698396;1260,81144486007;2,40434429256757;2,49472594526209
282;255;15;67,8736651906267;627,901980377588;1,19739755612726;1,15617981276433
300;213;26,4;89,6725991091556;723,194058033699;1,37911779984285;1,18651904865749
254;89;65,1;77,6003335736902;1126,56433233556;2,14833751208676;2,066796144565
246;77;69,3;76,2959898008572;1160,02317627678;2,2121429135954;2,21528180899005
307;269;9,9;101,659292653523;624,198967227209;1,19033597799065;1,02866529422568
310;211;27,3;96,0589877239783;712,644955788385;1,35900085541104;1,15451142633052
322;108;58,5;96,3728575231649;868,833613979338;1,65684976090451;1,55483159581444
301;72;68,7;90,1253734968631;879,438772314129;1,67707360327045;1,87855603176645
312;276;8,4;115,144785630679;617,003544541504;1,17661443894727;1,00134497031865
374;204;36,6;127,295002801161;555,836275003843;1,05996957820749;1,03410155951599
399;179;47,1;129,031667802483;558,699126175499;1,06542898286558;1,09942092536398
387;92;68,1;112,53200302754;878,204502826048;1,67471987400248;1,5317343273821
314;294;4,8;154,290046219189;455,179388233404;0,868018741941896;0,968593726339067
395;207;40,2;135,304761910421;556,836993050548;1,06187792916185;1,01723794253155
413;195;46,5;136,839140823408;558,281962683815;1,06463345974086;1,0543841578872
508;212;67,8;156,901460221992;582,991927536145;1,11175490934734;1,23038200104369
337;299;11,1;177,646703133892;438,583438414488;0,836370570131973;0,915931507262244
403;273;32,1;164,981639368849;440,129605203518;0,839319081830306;0,897825106033276
450;289;45,3;175,601294645004;446,813314940855;0,852064793669818;0,933829878082785
521;254;67,8;168,091699938682;582,65021285995;1,11110326572946;1,19720985214247
353;310;16,2;190,256819841696;431,847410296639;0,823525088100739;0,885426896570453
375;313;22,8;189,52466797179;428,46171289151;0,817068625268354;0,868155952869542
451;311;45,6;183,99091309843;445,103633754818;0,848804463016477;0,925415160979863
526;305;67,8;181,143223019057;710,547696243609;1,3550014199387;1,17176486495129
366;328;21,6;202,774969548886;430,305090658756;0,820583912849058;0,866965295093477
362;359;25,8;223,567903815835;437,762614531415;0,834805274047046;0,870862527595066
456;371;51,6;204,388408719764;569,485223112395;1,08599787182596;0,961142738999705
507;389;67,8;203,198590513648;568,226135837185;1,08359681549328;1,15638341206024
350;351;21,3;225,572938697683;442,934542736915;0,844668046242807;0,877830405350856
349;398;33;243,552599128848;459,122853956057;0,875538858722125;0,906535795375
367;459;51,9;247,23910746148;523,927683130822;0,999120478949609;1,02325829349167
387;508;67,8;247,370332523482;567,554950317619;1,08231687702207;1,22765824988356
301;302;0,6;251,565051177078;524,929593467243;1,00103110357858;0,995744090433495
336;388;28,5;247,916902618447;457,086527514231;0,871655621559131;0,908110746563917
354;470;53,7;252,482520822823;533,353913595686;1,01709612749802;1,05737234029903
301;526;67,8;269,872958568477;560,935729994558;1,06969414531236;1,33413934587118
300;302;0,6;288,434948822922;524,929593467243;1,00103110357858;0,999558469412604
293;416;34,8;273,715289105429;480,680034022087;0,916648005586955;1,0065101221369
223;506;66;290,662911724113;891,33508535361;1,69975965396874;1,47203289652539
221;519;69,9;289,993633029133;910,831380655144;1,73693873139983;1,53860482049527
300;301;0,3;315;524,929593467243;1,00103110357858;1,00126651182594
206;401;41,7;313,23760897634;722,1224850277;1,37707432978113;1,34570539293576
205;424;47,1;307,71404087352;733,955758245909;1,39964016469687;1,35764342783116
210;513;69,6;293,068299028142;896,555729950078;1,70971532742825;1,56684215237504
232;329;22,5;337,409837371493;620,462548131171;1,18321069532858;1,26872568976642
204;341;31,5;337,232737193889;697,13088558161;1,32941580817165;1,43379431830672
148;377;51,3;333,359856101156;929,213364368932;1,77199283707795;1,83852701898543
105;412;67,8;330,302483624354;1061,37271748094;2,02401829866436;2,21673946394411
229;310;21,9;352,431602978411;639,541939126268;1,21959474389646;1,33154426910109
215;326;27;343,393019421383;669,741729169557;1,27718518941734;1,39073506015246
140;354;51;341,565051177078;953,51798271703;1,81834129833797;2,01585321396488
72;301;68,7;359,874626503137;1805,12915730486;3,44234818331216;3,46773191047225
